sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,age_group
non,doctorat,regions_touristiques_services,oui,4022,marié,3.0,0.53,474.0,,20399.31047104829,18-29
oui,bac,regions_industrielles,non,2020,célibataire,,0.08,701.0,718.47,500.0,45-59
non,master,regions_touristiques_services,non,5025,célibataire,,0.38,,10000.0,28688.895789414644,30-44
oui,doctorat,regions_touristiques_services,non,4116,marié,5.0,0.42,,5000.0,32226.988031995694,18-29
non,doctorat,Provence-Alpes-Côte d’Azur,oui,3767,divorcé,,0.32,537.0,,500.0,45-59
oui,master,Provence-Alpes-Côte d’Azur,oui,3955,marié,4.0,0.94,,933.28,10639.305587861045,60+
non,doctorat,Provence-Alpes-Côte d’Azur,oui,1808,marié,,0.76,,766.8,5630.096497060186,30-44
non,doctorat,regions_touristiques_services,oui,2649,divorcé,,0.03,471.0,10000.0,500.0,30-44
non,bac,regions_tertiaires,non,2483,marié,4.0,0.71,721.0,10000.0,500.0,18-29
oui,aucun,regions_touristiques_services,non,1371,divorcé,5.0,0.94,,1069.99,500.0,45-59
non,bac+2,regions_tertiaires,non,2340,marié,2.0,0.06,,10000.0,15184.584884713417,45-59
non,master,Provence-Alpes-Côte d’Azur,non,2906,célibataire,1.0,0.44,662.0,1166.1,29132.162879314223,30-44
non,aucun,regions_tertiaires,non,6049,divorcé,,0.42,777.0,519.12,15351.456734074622,30-44
non,doctorat,regions_industrielles,non,1587,divorcé,,0.73,845.0,,500.0,18-29
oui,bac+2,regions_industrielles,non,1513,veuf,3.0,0.65,682.0,5000.0,500.0,18-29
non,bac,regions_touristiques_services,non,2273,célibataire,,0.51,,,11655.390877132537,30-44
oui,aucun,Provence-Alpes-Côte d’Azur,oui,3352,veuf,1.0,0.01,,5000.0,500.0,30-44
oui,bac,regions_touristiques_services,oui,2962,célibataire,4.0,0.4,,1042.69,500.0,45-59
oui,aucun,region_parisienne,non,3531,célibataire,,0.4,521.0,622.09,8280.067769939777,18-29
non,master,regions_industrielles,oui,2014,divorcé,,0.29,,5000.0,500.0,45-59
non,bac,regions_touristiques_services,oui,5607,divorcé,,0.4,775.0,,500.0,45-59
non,bac+2,regions_tertiaires,non,2099,,,0.38,,5000.0,15284.764778404458,18-29
oui,bac,regions_tertiaires,non,1534,veuf,5.0,0.05,,10000.0,20138.50357849674,60+
oui,bac+2,regions_tertiaires,non,930,marié,1.0,0.46,303.0,10000.0,8042.88785006186,60+
non,bac,regions_touristiques_services,non,3907,,,0.14,,579.29,500.0,45-59
non,doctorat,regions_touristiques_services,non,4632,divorcé,3.0,0.41,,54.98,16683.472226033566,30-44
non,master,regions_touristiques_services,oui,500,divorcé,,0.22,,,500.0,45-59
oui,aucun,region_parisienne,non,884,célibataire,1.0,0.13,698.0,,500.0,18-29
non,master,regions_touristiques_services,oui,2445,veuf,5.0,0.85,438.0,,500.0,60+
oui,aucun,regions_tertiaires,oui,2408,marié,4.0,0.29,697.0,,2050.7157398082786,45-59
non,bac+2,regions_touristiques_services,non,500,marié,,0.6,,,15874.774716771984,18-29
non,bac+2,regions_industrielles,oui,2262,marié,2.0,0.48,,,500.0,18-29
non,aucun,region_parisienne,non,2618,divorcé,,0.2,,5000.0,8886.31357750079,45-59
non,bac,regions_touristiques_services,oui,2298,marié,0.0,0.7,622.0,10000.0,500.0,45-59
non,bac,regions_tertiaires,oui,3278,marié,,0.66,,,2813.156186853146,18-29
oui,bac+2,regions_industrielles,non,2425,marié,,0.33,708.0,10000.0,23210.797866626606,30-44
non,doctorat,region_parisienne,non,3247,célibataire,2.0,0.79,502.0,,5257.865301498262,60+
non,bac+2,regions_tertiaires,non,1217,marié,0.0,0.5,,437.78,500.0,60+
oui,bac+2,regions_touristiques_services,oui,1382,marié,1.0,0.97,460.0,1228.62,500.0,18-29
non,doctorat,regions_touristiques_services,non,1866,divorcé,,0.94,,10000.0,500.0,30-44
non,aucun,region_parisienne,oui,1517,marié,1.0,0.06,,,500.0,30-44
oui,master,regions_tertiaires,non,2501,célibataire,,0.6,458.0,567.95,24670.306600109925,45-59
non,doctorat,Provence-Alpes-Côte d’Azur,oui,3893,divorcé,,0.33,760.0,10000.0,7977.963403126492,30-44
non,bac+2,regions_industrielles,non,1915,veuf,0.0,0.7,,758.8,500.0,60+
oui,bac,regions_industrielles,oui,4917,veuf,,0.53,607.0,10000.0,13179.96915777943,60+
non,aucun,regions_tertiaires,oui,1393,marié,2.0,0.99,,,500.0,60+
oui,master,regions_touristiques_services,non,5582,célibataire,0.0,0.83,,802.5,32624.62424784305,45-59
non,master,Provence-Alpes-Côte d’Azur,non,4456,,,0.44,545.0,930.0,20788.62505341787,45-59
oui,bac,regions_tertiaires,oui,4222,,,0.03,531.0,691.24,500.0,60+
non,master,regions_touristiques_services,non,4100,,0.0,0.21,743.0,,500.0,60+
oui,master,regions_touristiques_services,oui,3149,,,0.85,600.0,688.67,22092.708515061127,30-44
non,bac+2,regions_tertiaires,oui,2152,,4.0,0.88,,,500.0,18-29
non,bac+2,regions_industrielles,oui,2652,marié,1.0,0.21,,10000.0,500.0,30-44
oui,aucun,regions_touristiques_services,non,1522,célibataire,1.0,0.09,450.0,,500.0,45-59
non,bac+2,regions_tertiaires,non,1290,marié,2.0,0.38,,127.1,16857.98479163118,18-29
non,doctorat,regions_touristiques_services,oui,3351,,0.0,0.18,,10000.0,22455.43441767607,30-44
oui,bac,regions_touristiques_services,oui,3613,célibataire,4.0,0.21,749.0,5000.0,500.0,60+
non,bac+2,regions_industrielles,oui,1664,marié,,0.85,,10000.0,500.0,60+
non,bac,regions_touristiques_services,non,3269,marié,4.0,1.0,470.0,,500.0,30-44
oui,doctorat,regions_touristiques_services,oui,3928,divorcé,,0.11,754.0,,34295.832598520334,45-59
oui,master,regions_industrielles,oui,3416,,4.0,0.89,,,18587.129442140165,45-59
non,bac+2,regions_touristiques_services,non,3905,marié,1.0,0.05,440.0,10000.0,18399.61442914501,18-29
oui,aucun,regions_tertiaires,non,4166,,,0.42,,297.59,500.0,30-44
non,bac,region_parisienne,non,1552,divorcé,,0.9,,748.17,500.0,60+
oui,doctorat,regions_touristiques_services,oui,1028,,,0.3,317.0,1018.92,500.0,45-59
non,master,regions_touristiques_services,non,3156,,3.0,0.71,,,500.0,45-59
non,aucun,regions_touristiques_services,oui,2970,marié,,0.12,572.0,10000.0,500.0,45-59
non,bac,regions_touristiques_services,non,1508,divorcé,2.0,0.46,,10000.0,500.0,60+
oui,master,regions_touristiques_services,non,4631,divorcé,,0.03,,5000.0,36033.114778201976,45-59
oui,doctorat,regions_tertiaires,non,1541,veuf,,0.82,,,37740.068058608034,60+
non,bac+2,regions_tertiaires,oui,2098,,,0.61,844.0,5000.0,500.0,30-44
oui,bac+2,regions_touristiques_services,non,4698,célibataire,5.0,0.67,,,30376.436480777666,30-44
non,master,regions_tertiaires,oui,1445,divorcé,,0.03,,10000.0,500.0,60+
non,master,regions_tertiaires,non,1633,célibataire,3.0,0.58,,10000.0,2580.1153810490573,18-29
non,aucun,regions_tertiaires,non,2761,divorcé,,0.85,,5000.0,500.0,18-29
oui,master,region_parisienne,oui,1791,veuf,,0.99,424.0,,19556.79249643196,18-29
non,aucun,Provence-Alpes-Côte d’Azur,oui,6285,divorcé,2.0,0.4,,5000.0,19764.347867278266,18-29
non,aucun,Provence-Alpes-Côte d’Azur,oui,1255,divorcé,3.0,0.03,327.0,1035.16,500.0,60+
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,2501,veuf,,0.77,841.0,5000.0,8951.748512055701,18-29
oui,bac+2,regions_tertiaires,oui,1439,veuf,0.0,0.44,509.0,5000.0,500.0,18-29
oui,master,regions_touristiques_services,oui,2884,veuf,0.0,0.55,408.0,10000.0,22144.99931479974,30-44
non,bac,regions_tertiaires,oui,500,marié,,0.31,,,500.0,45-59
oui,bac,Provence-Alpes-Côte d’Azur,non,4878,marié,,0.58,700.0,,32308.384532419597,18-29
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,3148,célibataire,,0.31,,1268.3,25707.40229811243,60+
oui,bac,regions_touristiques_services,non,1623,divorcé,,0.08,544.0,,15491.537251224858,30-44
oui,bac+2,regions_touristiques_services,oui,2066,veuf,,0.49,,5000.0,16226.947381582757,60+
oui,bac,regions_tertiaires,non,2675,célibataire,,0.17,,,500.0,30-44
oui,aucun,regions_touristiques_services,non,1996,célibataire,5.0,0.44,,5000.0,11326.25449697811,45-59
oui,bac,regions_tertiaires,oui,1835,célibataire,,0.76,457.0,837.09,500.0,60+
non,doctorat,regions_touristiques_services,oui,500,,2.0,0.78,,5000.0,500.0,45-59
oui,bac,regions_tertiaires,non,500,,,0.94,400.0,676.85,10725.625743409684,45-59
oui,bac+2,region_parisienne,non,1191,marié,4.0,0.74,566.0,704.13,3326.8459813784034,18-29
non,aucun,regions_tertiaires,oui,2143,célibataire,,0.23,,5000.0,500.0,45-59
oui,aucun,Provence-Alpes-Côte d’Azur,non,706,,2.0,0.51,652.0,703.03,21170.17087603601,18-29
oui,aucun,regions_touristiques_services,oui,4170,marié,1.0,0.95,,5000.0,500.0,18-29
oui,bac+2,regions_touristiques_services,non,3486,veuf,3.0,0.92,,648.73,3269.816402584081,18-29
non,bac,regions_touristiques_services,oui,3511,veuf,0.0,0.55,705.0,,500.0,30-44
non,bac+2,regions_tertiaires,oui,1740,marié,,0.85,428.0,742.23,500.0,60+
non,bac+2,regions_tertiaires,non,2227,divorcé,5.0,0.18,,5000.0,500.0,18-29
non,master,regions_tertiaires,oui,2137,marié,,0.66,317.0,10000.0,500.0,45-59
non,bac,regions_touristiques_services,oui,2480,marié,,0.97,355.0,10000.0,500.0,45-59
non,bac,Provence-Alpes-Côte d’Azur,oui,2782,célibataire,,0.87,584.0,,8052.316794480487,45-59
non,bac,regions_tertiaires,oui,2397,veuf,,0.97,809.0,5000.0,500.0,45-59
oui,doctorat,regions_industrielles,non,1942,divorcé,4.0,0.84,321.0,,15686.78132850265,18-29
non,master,regions_tertiaires,oui,2475,divorcé,3.0,0.98,,5000.0,25720.956678722483,45-59
non,master,regions_tertiaires,oui,2805,divorcé,,0.69,,,500.0,30-44
oui,bac,regions_industrielles,non,1034,célibataire,2.0,0.83,,10000.0,500.0,18-29
non,doctorat,Provence-Alpes-Côte d’Azur,non,640,divorcé,,0.35,411.0,,500.0,45-59
non,master,regions_tertiaires,oui,2557,,,0.1,,,500.0,30-44
non,bac+2,regions_tertiaires,oui,2657,marié,5.0,0.46,,646.33,500.0,45-59
oui,doctorat,regions_industrielles,oui,3901,marié,5.0,0.72,684.0,5000.0,3727.548198082763,60+
oui,aucun,regions_tertiaires,non,2686,veuf,5.0,0.6,817.0,,22474.032687219635,30-44
oui,aucun,regions_industrielles,non,1341,,,0.55,,1603.34,500.0,18-29
non,bac+2,regions_tertiaires,oui,1663,célibataire,,0.17,687.0,10000.0,14645.02503793896,45-59
non,bac,Provence-Alpes-Côte d’Azur,oui,4074,,,0.29,,10000.0,500.0,60+
oui,aucun,regions_industrielles,oui,3673,,4.0,0.1,425.0,,1039.6814070236503,45-59
oui,aucun,regions_tertiaires,non,1783,veuf,,0.85,,10000.0,10698.689308826526,45-59
non,doctorat,regions_tertiaires,oui,4054,divorcé,,0.62,566.0,,31326.215437795137,18-29
non,doctorat,Provence-Alpes-Côte d’Azur,oui,3967,marié,5.0,0.93,525.0,10000.0,9547.31726536674,45-59
non,bac,region_parisienne,oui,1195,veuf,3.0,0.03,,,500.0,60+
oui,bac+2,region_parisienne,oui,3104,divorcé,,0.84,763.0,10000.0,24714.428346144625,45-59
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1625,célibataire,,0.58,479.0,10000.0,15784.65644627697,18-29
non,doctorat,Provence-Alpes-Côte d’Azur,non,2967,veuf,,0.42,738.0,1129.56,32043.77956862413,30-44
oui,bac,Provence-Alpes-Côte d’Azur,non,1518,célibataire,,0.54,,10000.0,20371.989900380795,60+
non,doctorat,regions_touristiques_services,oui,2480,divorcé,,0.7,,,11768.124179750985,60+
non,aucun,regions_touristiques_services,non,984,divorcé,,0.15,,235.98,500.0,18-29
non,aucun,regions_industrielles,oui,2295,marié,,0.13,578.0,10000.0,500.0,30-44
non,bac+2,regions_tertiaires,oui,2011,divorcé,1.0,0.53,805.0,5000.0,1113.829489318093,30-44
non,doctorat,region_parisienne,oui,3034,célibataire,3.0,0.19,,831.9,19524.748467578767,45-59
non,master,regions_touristiques_services,non,3667,veuf,2.0,0.4,580.0,5000.0,9768.568084750788,18-29
oui,bac,region_parisienne,oui,3003,veuf,,0.46,,270.22,500.0,18-29
non,bac,regions_touristiques_services,non,2906,veuf,,0.26,,10000.0,500.0,45-59
oui,bac+2,regions_touristiques_services,oui,3289,,,0.83,494.0,5000.0,500.0,30-44
oui,bac,regions_touristiques_services,oui,1501,veuf,,0.95,,,500.0,45-59
oui,bac,regions_touristiques_services,non,1699,divorcé,,0.22,636.0,,500.0,18-29
non,aucun,regions_tertiaires,non,2910,veuf,,0.57,505.0,1089.39,3478.2784107224384,30-44
oui,bac,regions_touristiques_services,oui,2204,célibataire,,0.87,,841.35,500.0,60+
non,master,regions_tertiaires,oui,2991,,2.0,0.68,,5000.0,3956.1305457758576,45-59
oui,master,region_parisienne,oui,1246,marié,0.0,0.74,,,500.0,60+
oui,bac,regions_tertiaires,non,3065,marié,,0.85,488.0,10000.0,500.0,18-29
non,doctorat,regions_touristiques_services,oui,500,divorcé,,0.23,439.0,,500.0,60+
non,master,regions_touristiques_services,non,3091,marié,,0.35,377.0,,15788.97905842714,18-29
oui,aucun,Provence-Alpes-Côte d’Azur,oui,3298,,3.0,0.53,784.0,250.23,15117.602265736034,60+
non,bac+2,regions_touristiques_services,non,2225,célibataire,2.0,0.15,650.0,10000.0,14448.913633781498,45-59
non,doctorat,region_parisienne,non,2352,célibataire,1.0,0.7,,,25896.143475960027,30-44
non,master,regions_touristiques_services,non,1659,divorcé,4.0,0.44,684.0,10000.0,20424.118436131917,18-29
oui,doctorat,Provence-Alpes-Côte d’Azur,non,1788,divorcé,,0.08,,,35273.91129309822,18-29
non,master,Provence-Alpes-Côte d’Azur,oui,4499,marié,,0.69,437.0,10000.0,19896.889771322905,30-44
oui,bac+2,regions_touristiques_services,oui,2488,marié,1.0,0.74,484.0,,6745.451611897515,18-29
oui,master,regions_tertiaires,non,3375,veuf,1.0,0.62,571.0,5000.0,9432.456600866117,18-29
oui,bac,regions_industrielles,non,2072,veuf,5.0,0.42,461.0,,500.0,60+
oui,doctorat,regions_tertiaires,non,4057,divorcé,4.0,0.03,326.0,,32056.67702970769,60+
non,bac,region_parisienne,non,4060,célibataire,,0.87,616.0,568.92,2685.6457974789305,30-44
non,master,regions_tertiaires,oui,4320,marié,,0.78,567.0,5000.0,500.0,30-44
non,aucun,regions_industrielles,oui,500,veuf,,0.33,,1028.04,500.0,60+
non,doctorat,regions_touristiques_services,non,1226,,,0.87,464.0,10000.0,25448.706079561383,45-59
oui,master,regions_touristiques_services,non,1034,marié,,0.24,,10000.0,22411.66864137075,18-29
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,1519,veuf,,0.72,,849.57,500.0,45-59
non,doctorat,regions_tertiaires,non,2267,divorcé,,0.41,,,14342.908068679784,18-29
non,doctorat,region_parisienne,non,500,veuf,,0.04,475.0,10000.0,26151.816919055123,45-59
non,aucun,regions_tertiaires,oui,1380,,3.0,0.04,,10000.0,500.0,45-59
non,doctorat,region_parisienne,oui,2287,divorcé,,0.61,,5000.0,18779.775335854243,18-29
non,doctorat,regions_touristiques_services,non,1214,,,0.33,,10000.0,500.0,60+
oui,aucun,regions_touristiques_services,non,1009,veuf,,0.66,,5000.0,500.0,45-59
oui,doctorat,regions_tertiaires,oui,2174,veuf,,0.37,,827.23,26627.317359352768,45-59
oui,bac+2,regions_touristiques_services,oui,2151,divorcé,5.0,0.75,628.0,5000.0,500.0,45-59
oui,aucun,Provence-Alpes-Côte d’Azur,oui,1185,marié,,0.27,,5000.0,500.0,60+
oui,bac+2,regions_tertiaires,non,2376,célibataire,,0.44,,,500.0,18-29
oui,bac+2,regions_tertiaires,oui,1349,marié,3.0,0.0,646.0,10000.0,2970.217234330531,18-29
oui,master,regions_tertiaires,oui,2567,célibataire,,0.87,672.0,10000.0,2682.73230928322,60+
oui,doctorat,regions_tertiaires,oui,3168,célibataire,1.0,0.91,,812.64,21583.85196791177,45-59
oui,bac+2,regions_touristiques_services,non,3212,veuf,2.0,0.24,,5000.0,22800.89475109125,60+
oui,doctorat,regions_touristiques_services,non,3343,célibataire,2.0,0.93,348.0,962.72,6134.9710680646285,18-29
oui,bac+2,region_parisienne,oui,3117,veuf,0.0,0.95,,5000.0,500.0,45-59
non,bac+2,Provence-Alpes-Côte d’Azur,oui,1289,,5.0,0.98,,10000.0,500.0,45-59
oui,bac+2,regions_touristiques_services,oui,2459,marié,,0.94,,,9982.95628024238,45-59
non,bac+2,regions_tertiaires,oui,2980,veuf,1.0,0.59,,5000.0,19494.724237604543,18-29
non,master,regions_touristiques_services,non,1470,célibataire,,0.4,414.0,350.55,10180.619908660536,18-29
oui,doctorat,regions_tertiaires,non,2492,,,0.94,,5000.0,9462.275864934223,30-44
non,doctorat,Provence-Alpes-Côte d’Azur,oui,2442,marié,,0.8,,802.31,19265.862598404117,60+
oui,doctorat,region_parisienne,oui,1907,marié,5.0,0.14,,414.25,500.0,60+
oui,doctorat,Provence-Alpes-Côte d’Azur,non,4988,divorcé,,0.34,328.0,5000.0,40020.52297334525,18-29
non,aucun,regions_tertiaires,oui,2709,,2.0,0.59,522.0,10000.0,500.0,18-29
non,bac,regions_industrielles,oui,2856,célibataire,,0.85,,956.96,500.0,60+
non,doctorat,regions_tertiaires,non,3921,,,0.84,,,17058.953675593435,45-59
oui,aucun,regions_touristiques_services,non,1697,célibataire,2.0,0.24,340.0,567.06,500.0,18-29
oui,master,regions_touristiques_services,non,3270,divorcé,,0.29,,,8702.111848462,30-44
non,aucun,regions_tertiaires,oui,3616,marié,,0.98,,5000.0,500.0,18-29
oui,bac+2,Provence-Alpes-Côte d’Azur,non,1938,célibataire,5.0,0.43,,10000.0,500.0,30-44
oui,aucun,regions_touristiques_services,non,3205,divorcé,3.0,0.22,374.0,,500.0,60+
non,bac+2,regions_tertiaires,non,568,,,0.5,775.0,10000.0,1254.7930227582888,30-44
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1485,divorcé,,0.76,,-89.16,13622.226242960123,18-29
oui,aucun,regions_tertiaires,oui,3549,marié,,0.96,558.0,5000.0,500.0,30-44
non,master,regions_touristiques_services,non,1337,célibataire,,0.76,,10000.0,11388.69952766574,18-29
oui,master,regions_touristiques_services,oui,1904,veuf,,0.2,,10000.0,10791.105372433178,18-29
non,bac+2,regions_touristiques_services,non,2262,,,0.72,794.0,5000.0,16085.86547001797,45-59
oui,master,region_parisienne,oui,500,divorcé,2.0,0.69,,10000.0,18955.86650945091,45-59
oui,doctorat,region_parisienne,non,3839,divorcé,,0.47,383.0,5000.0,33841.40719796205,18-29
oui,doctorat,Provence-Alpes-Côte d’Azur,non,2784,veuf,,0.95,550.0,,12512.590261056705,60+
oui,doctorat,regions_touristiques_services,non,2313,célibataire,,0.35,650.0,1187.95,20847.421828189872,45-59
non,bac,regions_touristiques_services,oui,2013,célibataire,1.0,0.94,,5000.0,500.0,18-29
oui,bac+2,regions_touristiques_services,non,3102,veuf,,0.8,793.0,5000.0,10455.281361547186,18-29
oui,doctorat,regions_touristiques_services,non,2915,marié,,0.03,,5000.0,23418.10856886971,30-44
oui,master,regions_tertiaires,non,2802,divorcé,,0.74,716.0,336.97,24038.777163130195,60+
oui,master,regions_industrielles,oui,546,divorcé,3.0,0.43,,5000.0,500.0,18-29
oui,doctorat,region_parisienne,non,1360,,2.0,0.39,,,34232.663162465586,18-29
oui,master,regions_touristiques_services,oui,2174,veuf,1.0,0.35,,5000.0,8190.753263564347,18-29
non,bac+2,regions_touristiques_services,non,1350,marié,,0.12,,1059.28,500.0,30-44
non,bac,regions_tertiaires,oui,2826,marié,,0.97,,,954.7605729030372,30-44
non,master,regions_touristiques_services,oui,5329,célibataire,0.0,0.58,,10000.0,500.0,45-59
non,doctorat,regions_touristiques_services,oui,2484,,,0.12,742.0,975.69,21369.24419698963,45-59
non,aucun,Provence-Alpes-Côte d’Azur,non,1476,,5.0,0.59,,5000.0,500.0,60+
oui,bac+2,regions_touristiques_services,oui,2950,divorcé,5.0,0.98,381.0,635.04,8579.126158269033,18-29
non,bac,Provence-Alpes-Côte d’Azur,oui,1623,divorcé,0.0,0.44,358.0,,500.0,30-44
oui,aucun,regions_tertiaires,oui,2230,,,0.94,,,3008.8990285788677,18-29
oui,bac+2,regions_industrielles,oui,2141,marié,,0.58,,,5655.644487600104,45-59
oui,doctorat,regions_tertiaires,oui,2235,veuf,,0.44,651.0,10000.0,1262.3235537061464,60+
oui,doctorat,regions_touristiques_services,oui,1773,marié,,0.19,594.0,5000.0,24298.23407125733,60+
oui,doctorat,regions_touristiques_services,non,2784,divorcé,,0.89,744.0,10000.0,23796.97803650985,30-44
oui,bac,Provence-Alpes-Côte d’Azur,oui,2834,,2.0,0.6,,10000.0,7275.274272172118,60+
oui,doctorat,regions_tertiaires,oui,1985,divorcé,2.0,0.31,,10000.0,500.0,45-59
oui,bac,regions_industrielles,oui,3481,veuf,,0.23,433.0,,3947.212086700677,18-29
non,master,regions_industrielles,oui,3389,,0.0,0.06,806.0,5000.0,500.0,60+
non,master,region_parisienne,non,2904,marié,,0.43,,,25610.462535755527,45-59
non,bac,regions_touristiques_services,non,1096,,,0.62,,10000.0,500.0,60+
non,master,regions_tertiaires,non,2555,célibataire,,0.02,,,35632.16173175065,45-59
oui,doctorat,regions_touristiques_services,oui,6181,célibataire,,0.98,708.0,5000.0,36789.61777025862,30-44
oui,bac,Provence-Alpes-Côte d’Azur,non,3724,veuf,3.0,0.69,,10000.0,21122.961389310374,60+
non,doctorat,regions_touristiques_services,oui,4079,divorcé,,0.31,,,500.0,45-59
non,doctorat,regions_touristiques_services,oui,3974,marié,,0.06,,5000.0,24841.31563523786,60+
oui,bac,regions_touristiques_services,non,500,veuf,2.0,0.55,,821.9,2652.4243939331814,18-29
oui,bac,regions_tertiaires,non,4021,,,0.43,404.0,10000.0,21298.81579596581,30-44
non,master,regions_tertiaires,non,4364,veuf,0.0,0.48,,,30990.60213328678,18-29
non,master,regions_tertiaires,non,2944,marié,4.0,0.55,,627.48,16790.505552595772,18-29
