,age,sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,risque_personnel,loyer_mensuel,montant_pret
311,63,oui,bac+2,Normandie,non,930,marié,0.46,10000.0,8042.88785006186
312,55,non,bac,Occitanie,non,3907,marié,0.14,579.29,500.0
313,36,non,doctorat,Corse,non,4632,divorcé,0.41,54.98,16683.472226033566
314,60,non,master,Corse,oui,500,divorcé,0.22,5175.89104031576,500.0
315,22,oui,aucun,Île-de-France,non,884,célibataire,0.13,5175.89104031576,500.0
316,72,non,master,Auvergne-Rhône-Alpes,oui,2445,veuf,0.85,5175.89104031576,500.0
317,51,oui,aucun,Normandie,oui,2408,marié,0.29,5175.89104031576,2050.7157398082786
318,19,non,bac+2,Occitanie,non,500,marié,0.6,5175.89104031576,15874.774716771984
319,26,non,bac+2,Hauts-de-France,oui,2262,marié,0.48,5175.89104031576,500.0
320,59,non,aucun,Île-de-France,non,2618,divorcé,0.2,5000.0,8886.31357750079
321,46,non,bac,Auvergne-Rhône-Alpes,oui,2298,marié,0.7,10000.0,500.0
322,19,non,bac,Normandie,oui,3278,marié,0.66,5175.89104031576,2813.156186853146
323,34,oui,bac+2,Hauts-de-France,non,2425,marié,0.33,10000.0,23210.797866626606
324,70,non,doctorat,Île-de-France,non,3247,célibataire,0.79,5175.89104031576,5257.865301498262
325,68,non,bac+2,Normandie,non,1217,marié,0.5,437.78,500.0
326,19,oui,bac+2,Corse,oui,1382,marié,0.97,1228.62,500.0
327,38,non,doctorat,Corse,non,1866,divorcé,0.94,10000.0,500.0
328,33,non,aucun,Île-de-France,oui,1517,marié,0.06,5175.89104031576,500.0
329,50,oui,master,Normandie,non,2501,célibataire,0.6,567.95,24670.306600109925
330,34,non,doctorat,Provence-Alpes-Côte d’Azur,oui,3893,divorcé,0.33,10000.0,7977.963403126492
331,62,non,bac+2,Hauts-de-France,non,1915,veuf,0.7,758.8,500.0
332,70,oui,bac,Hauts-de-France,oui,4917,veuf,0.53,10000.0,13179.96915777943
333,62,non,aucun,Normandie,oui,1393,marié,0.99,5175.89104031576,500.0
334,46,oui,master,Corse,non,5582,célibataire,0.83,802.5,32624.62424784305
335,60,non,master,Provence-Alpes-Côte d’Azur,non,4456,marié,0.44,930.0,20788.62505341787
336,73,oui,bac,Bretagne,oui,4222,marié,0.03,691.24,500.0
337,66,non,master,Corse,non,4100,marié,0.21,5175.89104031576,500.0
338,39,oui,master,Occitanie,oui,3149,marié,0.85,688.67,22092.708515061127
339,29,non,bac+2,Normandie,oui,2152,marié,0.88,5175.89104031576,500.0
340,37,non,bac+2,Hauts-de-France,oui,2652,marié,0.21,10000.0,500.0
341,49,oui,aucun,Auvergne-Rhône-Alpes,non,1522,célibataire,0.09,5175.89104031576,500.0
342,22,non,bac+2,Bretagne,non,1290,marié,0.38,127.1,16857.98479163118
343,33,non,doctorat,Auvergne-Rhône-Alpes,oui,3351,marié,0.18,10000.0,22455.43441767607
344,72,oui,bac,Corse,oui,3613,célibataire,0.21,5000.0,500.0
345,61,non,bac+2,Hauts-de-France,oui,1664,marié,0.85,10000.0,500.0
346,43,non,bac,Occitanie,non,3269,marié,1.0,5175.89104031576,500.0
347,60,oui,doctorat,Occitanie,oui,3928,divorcé,0.11,5175.89104031576,34295.832598520334
348,58,oui,master,Hauts-de-France,oui,3416,marié,0.89,5175.89104031576,18587.129442140165
349,22,non,bac+2,Occitanie,non,3905,marié,0.05,10000.0,18399.61442914501
350,33,oui,aucun,Normandie,non,4166,marié,0.42,297.59,500.0
351,61,non,bac,Île-de-France,non,1552,divorcé,0.9,748.17,500.0
352,48,oui,doctorat,Corse,oui,1028,marié,0.3,1018.92,500.0
353,54,non,master,Corse,non,3156,marié,0.71,5175.89104031576,500.0
354,47,non,aucun,Corse,oui,2970,marié,0.12,10000.0,500.0
355,72,non,bac,Corse,non,1508,divorcé,0.46,10000.0,500.0
356,48,oui,master,Occitanie,non,4631,divorcé,0.03,5000.0,36033.114778201976
357,74,oui,doctorat,Normandie,non,1541,veuf,0.82,5175.89104031576,37740.068058608034
358,45,non,bac+2,Bretagne,oui,2098,marié,0.61,5000.0,500.0
359,32,oui,bac+2,Occitanie,non,4698,célibataire,0.67,5175.89104031576,30376.436480777666
360,70,non,master,Normandie,oui,1445,divorcé,0.03,10000.0,500.0
361,30,non,master,Bretagne,non,1633,célibataire,0.58,10000.0,2580.1153810490573
362,20,non,aucun,Normandie,non,2761,divorcé,0.85,5000.0,500.0
363,26,oui,master,Île-de-France,oui,1791,veuf,0.99,5175.89104031576,19556.79249643196
364,28,non,aucun,Provence-Alpes-Côte d’Azur,oui,6285,divorcé,0.4,5000.0,19764.347867278266
365,66,non,aucun,Provence-Alpes-Côte d’Azur,oui,1255,divorcé,0.03,1035.16,500.0
366,29,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,2501,veuf,0.77,5000.0,8951.748512055701
367,25,oui,bac+2,Normandie,oui,1439,veuf,0.44,5000.0,500.0
368,39,oui,master,Corse,oui,2884,veuf,0.55,10000.0,22144.99931479974
369,46,non,bac,Normandie,oui,500,marié,0.31,5175.89104031576,500.0
370,26,oui,bac,Provence-Alpes-Côte d’Azur,non,4878,marié,0.58,5175.89104031576,32308.384532419597
371,74,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,3148,célibataire,0.31,1268.3,25707.40229811243
372,32,oui,bac,Occitanie,non,1623,divorcé,0.08,5175.89104031576,15491.537251224858
373,67,oui,bac+2,Auvergne-Rhône-Alpes,oui,2066,veuf,0.49,5000.0,16226.947381582757
374,38,oui,bac,Bretagne,non,2675,célibataire,0.17,5175.89104031576,500.0
375,52,oui,aucun,Occitanie,non,1996,célibataire,0.44,5000.0,11326.25449697811
376,63,oui,bac,Bretagne,oui,1835,célibataire,0.76,837.09,500.0
377,57,non,doctorat,Corse,oui,500,marié,0.78,5000.0,500.0
378,58,oui,bac,Bretagne,non,500,marié,0.94,676.85,10725.625743409684
379,25,oui,bac+2,Île-de-France,non,1191,marié,0.74,704.13,3326.8459813784034
380,58,non,aucun,Normandie,oui,2143,célibataire,0.23,5000.0,500.0
381,22,oui,aucun,Provence-Alpes-Côte d’Azur,non,706,marié,0.51,703.03,21170.17087603601
382,22,oui,aucun,Auvergne-Rhône-Alpes,oui,4170,marié,0.95,5000.0,500.0
383,26,oui,bac+2,Auvergne-Rhône-Alpes,non,3486,veuf,0.92,648.73,3269.816402584081
384,42,non,bac,Auvergne-Rhône-Alpes,oui,3511,veuf,0.55,5175.89104031576,500.0
385,67,non,bac+2,Bretagne,oui,1740,marié,0.85,742.23,500.0
386,30,non,bac+2,Normandie,non,2227,divorcé,0.18,5000.0,500.0
387,47,non,master,Bretagne,oui,2137,marié,0.66,10000.0,500.0
388,50,non,bac,Corse,oui,2480,marié,0.97,10000.0,500.0
389,50,non,bac,Provence-Alpes-Côte d’Azur,oui,2782,célibataire,0.87,5175.89104031576,8052.316794480487
390,50,non,bac,Normandie,oui,2397,veuf,0.97,5000.0,500.0
391,20,oui,doctorat,Hauts-de-France,non,1942,divorcé,0.84,5175.89104031576,15686.78132850265
392,60,non,master,Bretagne,oui,2475,divorcé,0.98,5000.0,25720.956678722483
393,37,non,master,Normandie,oui,2805,divorcé,0.69,5175.89104031576,500.0
394,20,oui,bac,Hauts-de-France,non,1034,célibataire,0.83,10000.0,500.0
395,52,non,doctorat,Provence-Alpes-Côte d’Azur,non,640,divorcé,0.35,5175.89104031576,500.0
396,36,non,master,Normandie,oui,2557,marié,0.1,5175.89104031576,500.0
397,49,non,bac+2,Normandie,oui,2657,marié,0.46,646.33,500.0
398,66,oui,doctorat,Hauts-de-France,oui,3901,marié,0.72,5000.0,3727.548198082763
399,38,oui,aucun,Bretagne,non,2686,veuf,0.6,5175.89104031576,22474.032687219635
400,18,oui,aucun,Hauts-de-France,non,1341,marié,0.55,1603.34,500.0
401,57,non,bac+2,Bretagne,oui,1663,célibataire,0.17,10000.0,14645.02503793896
402,66,non,bac,Provence-Alpes-Côte d’Azur,oui,4074,marié,0.29,10000.0,500.0
403,57,oui,aucun,Hauts-de-France,oui,3673,marié,0.1,5175.89104031576,1039.6814070236503
404,52,oui,aucun,Normandie,non,1783,veuf,0.85,10000.0,10698.689308826526
405,20,non,doctorat,Bretagne,oui,4054,divorcé,0.62,5175.89104031576,31326.215437795137
406,46,non,doctorat,Provence-Alpes-Côte d’Azur,oui,3967,marié,0.93,10000.0,9547.31726536674
407,73,non,bac,Île-de-France,oui,1195,veuf,0.03,5175.89104031576,500.0
408,56,oui,bac+2,Île-de-France,oui,3104,divorcé,0.84,10000.0,24714.428346144625
409,19,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1625,célibataire,0.58,10000.0,15784.65644627697
410,41,non,doctorat,Provence-Alpes-Côte d’Azur,non,2967,veuf,0.42,1129.56,32043.77956862413
411,67,oui,bac,Provence-Alpes-Côte d’Azur,non,1518,célibataire,0.54,10000.0,20371.989900380795
412,71,non,doctorat,Auvergne-Rhône-Alpes,oui,2480,divorcé,0.7,5175.89104031576,11768.124179750985
413,19,non,aucun,Occitanie,non,984,divorcé,0.15,235.98,500.0
414,33,non,aucun,Hauts-de-France,oui,2295,marié,0.13,10000.0,500.0
415,37,non,bac+2,Normandie,oui,2011,divorcé,0.53,5000.0,1113.829489318093
416,58,non,doctorat,Île-de-France,oui,3034,célibataire,0.19,831.9,19524.748467578767
417,23,non,master,Auvergne-Rhône-Alpes,non,3667,veuf,0.4,5000.0,9768.568084750788
418,25,oui,bac,Île-de-France,oui,3003,veuf,0.46,270.22,500.0
419,50,non,bac,Corse,non,2906,veuf,0.26,10000.0,500.0
420,33,oui,bac+2,Corse,oui,3289,marié,0.83,5000.0,500.0
421,51,oui,bac,Occitanie,oui,1501,veuf,0.95,5175.89104031576,500.0
422,25,oui,bac,Corse,non,1699,divorcé,0.22,5175.89104031576,500.0
423,34,non,aucun,Normandie,non,2910,veuf,0.57,1089.39,3478.2784107224384
424,67,oui,bac,Corse,oui,2204,célibataire,0.87,841.35,500.0
425,46,non,master,Bretagne,oui,2991,marié,0.68,5000.0,3956.1305457758576
426,74,oui,master,Île-de-France,oui,1246,marié,0.74,5175.89104031576,500.0
427,20,oui,bac,Bretagne,non,3065,marié,0.85,10000.0,500.0
428,74,non,doctorat,Corse,oui,500,divorcé,0.23,5175.89104031576,500.0
429,30,non,master,Occitanie,non,3091,marié,0.35,5175.89104031576,15788.97905842714
430,70,oui,aucun,Provence-Alpes-Côte d’Azur,oui,3298,marié,0.53,250.23,15117.602265736034
431,57,non,bac+2,Occitanie,non,2225,célibataire,0.15,10000.0,14448.913633781498
432,40,non,doctorat,Île-de-France,non,2352,célibataire,0.7,5175.89104031576,25896.143475960027
433,18,non,master,Auvergne-Rhône-Alpes,non,1659,divorcé,0.44,10000.0,20424.118436131917
434,21,oui,doctorat,Provence-Alpes-Côte d’Azur,non,1788,divorcé,0.08,5175.89104031576,35273.91129309822
435,31,non,master,Provence-Alpes-Côte d’Azur,oui,4499,marié,0.69,10000.0,19896.889771322905
436,30,oui,bac+2,Corse,oui,2488,marié,0.74,5175.89104031576,6745.451611897515
437,26,oui,master,Normandie,non,3375,veuf,0.62,5000.0,9432.456600866117
438,64,oui,bac,Hauts-de-France,non,2072,veuf,0.42,5175.89104031576,500.0
439,64,oui,doctorat,Normandie,non,4057,divorcé,0.03,5175.89104031576,32056.67702970769
440,35,non,bac,Île-de-France,non,4060,célibataire,0.87,568.92,2685.6457974789305
441,32,non,master,Bretagne,oui,4320,marié,0.78,5000.0,500.0
442,74,non,aucun,Hauts-de-France,oui,500,veuf,0.33,1028.04,500.0
443,54,non,doctorat,Occitanie,non,1226,marié,0.87,10000.0,25448.706079561383
444,29,oui,master,Corse,non,1034,marié,0.24,10000.0,22411.66864137075
445,57,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,1519,veuf,0.72,849.57,500.0
446,29,non,doctorat,Normandie,non,2267,divorcé,0.41,5175.89104031576,14342.908068679784
447,59,non,doctorat,Île-de-France,non,500,veuf,0.04,10000.0,26151.816919055123
448,60,non,aucun,Normandie,oui,1380,marié,0.04,10000.0,500.0
449,24,non,doctorat,Île-de-France,oui,2287,divorcé,0.61,5000.0,18779.775335854243
450,70,non,doctorat,Occitanie,non,1214,marié,0.33,10000.0,500.0
451,55,oui,aucun,Corse,non,1009,veuf,0.66,5000.0,500.0
452,57,oui,doctorat,Bretagne,oui,2174,veuf,0.37,827.23,26627.317359352768
453,46,oui,bac+2,Corse,oui,2151,divorcé,0.75,5000.0,500.0
454,63,oui,aucun,Provence-Alpes-Côte d’Azur,oui,1185,marié,0.27,5000.0,500.0
455,18,oui,bac+2,Normandie,non,2376,célibataire,0.44,5175.89104031576,500.0
456,20,oui,bac+2,Normandie,oui,1349,marié,0.0,10000.0,2970.217234330531
457,72,oui,master,Bretagne,oui,2567,célibataire,0.87,10000.0,2682.73230928322
458,58,oui,doctorat,Normandie,oui,3168,célibataire,0.91,812.64,21583.85196791177
459,64,oui,bac+2,Auvergne-Rhône-Alpes,non,3212,veuf,0.24,5000.0,22800.89475109125
460,26,oui,doctorat,Occitanie,non,3343,célibataire,0.93,962.72,6134.9710680646285
461,60,oui,bac+2,Île-de-France,oui,3117,veuf,0.95,5000.0,500.0
462,58,non,bac+2,Provence-Alpes-Côte d’Azur,oui,1289,marié,0.98,10000.0,500.0
463,46,oui,bac+2,Auvergne-Rhône-Alpes,oui,2459,marié,0.94,5175.89104031576,9982.95628024238
464,25,non,bac+2,Bretagne,oui,2980,veuf,0.59,5000.0,19494.724237604543
465,27,non,master,Auvergne-Rhône-Alpes,non,1470,célibataire,0.4,350.55,10180.619908660536
466,36,oui,doctorat,Normandie,non,2492,marié,0.94,5000.0,9462.275864934223
467,62,non,doctorat,Provence-Alpes-Côte d’Azur,oui,2442,marié,0.8,802.31,19265.862598404117
468,62,oui,doctorat,Île-de-France,oui,1907,marié,0.14,414.25,500.0
469,23,oui,doctorat,Provence-Alpes-Côte d’Azur,non,4988,divorcé,0.34,5000.0,40020.52297334525
470,20,non,aucun,Normandie,oui,2709,marié,0.59,10000.0,500.0
471,63,non,bac,Hauts-de-France,oui,2856,célibataire,0.85,956.96,500.0
472,52,non,doctorat,Normandie,non,3921,marié,0.84,5175.89104031576,17058.953675593435
473,24,oui,aucun,Corse,non,1697,célibataire,0.24,567.06,500.0
474,34,oui,master,Occitanie,non,3270,divorcé,0.29,5175.89104031576,8702.111848462
475,26,non,aucun,Normandie,oui,3616,marié,0.98,5000.0,500.0
476,32,oui,bac+2,Provence-Alpes-Côte d’Azur,non,1938,célibataire,0.43,10000.0,500.0
477,69,oui,aucun,Corse,non,3205,divorcé,0.22,5175.89104031576,500.0
478,40,non,bac+2,Normandie,non,568,marié,0.5,10000.0,1254.7930227582888
479,25,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1485,divorcé,0.76,-89.16,13622.226242960123
480,35,oui,aucun,Bretagne,oui,3549,marié,0.96,5000.0,500.0
481,24,non,master,Auvergne-Rhône-Alpes,non,1337,célibataire,0.76,10000.0,11388.69952766574
482,30,oui,master,Auvergne-Rhône-Alpes,oui,1904,veuf,0.2,10000.0,10791.105372433178
483,56,non,bac+2,Occitanie,non,2262,marié,0.72,5000.0,16085.86547001797
484,48,oui,master,Île-de-France,oui,500,divorcé,0.69,10000.0,18955.86650945091
485,26,oui,doctorat,Île-de-France,non,3839,divorcé,0.47,5000.0,33841.40719796205
486,69,oui,doctorat,Provence-Alpes-Côte d’Azur,non,2784,veuf,0.95,5175.89104031576,12512.590261056705
487,53,oui,doctorat,Corse,non,2313,célibataire,0.35,1187.95,20847.421828189872
488,20,non,bac,Occitanie,oui,2013,célibataire,0.94,5000.0,500.0
489,27,oui,bac+2,Auvergne-Rhône-Alpes,non,3102,veuf,0.8,5000.0,10455.281361547186
490,40,oui,doctorat,Corse,non,2915,marié,0.03,5000.0,23418.10856886971
491,64,oui,master,Normandie,non,2802,divorcé,0.74,336.97,24038.777163130195
492,30,oui,master,Hauts-de-France,oui,546,divorcé,0.43,5000.0,500.0
493,30,oui,doctorat,Île-de-France,non,1360,marié,0.39,5175.89104031576,34232.663162465586
494,21,oui,master,Auvergne-Rhône-Alpes,oui,2174,veuf,0.35,5000.0,8190.753263564347
495,35,non,bac+2,Auvergne-Rhône-Alpes,non,1350,marié,0.12,1059.28,500.0
496,32,non,bac,Normandie,oui,2826,marié,0.97,5175.89104031576,954.7605729030372
497,54,non,master,Auvergne-Rhône-Alpes,oui,5329,célibataire,0.58,10000.0,500.0
498,60,non,doctorat,Auvergne-Rhône-Alpes,oui,2484,marié,0.12,975.69,21369.24419698963
499,71,non,aucun,Provence-Alpes-Côte d’Azur,non,1476,marié,0.59,5000.0,500.0
500,30,oui,bac+2,Occitanie,oui,2950,divorcé,0.98,635.04,8579.126158269033
501,36,non,bac,Provence-Alpes-Côte d’Azur,oui,1623,divorcé,0.44,5175.89104031576,500.0
502,24,oui,aucun,Bretagne,oui,2230,marié,0.94,5175.89104031576,3008.8990285788677
503,60,oui,bac+2,Hauts-de-France,oui,2141,marié,0.58,5175.89104031576,5655.644487600104
504,66,oui,doctorat,Bretagne,oui,2235,veuf,0.44,10000.0,1262.3235537061464
505,62,oui,doctorat,Occitanie,oui,1773,marié,0.19,5000.0,24298.23407125733
506,40,oui,doctorat,Corse,non,2784,divorcé,0.89,10000.0,23796.97803650985
507,70,oui,bac,Provence-Alpes-Côte d’Azur,oui,2834,marié,0.6,10000.0,7275.274272172118
508,52,oui,doctorat,Normandie,oui,1985,divorcé,0.31,10000.0,500.0
509,29,oui,bac,Hauts-de-France,oui,3481,veuf,0.23,5175.89104031576,3947.212086700677
510,67,non,master,Hauts-de-France,oui,3389,marié,0.06,5000.0,500.0
511,46,non,master,Île-de-France,non,2904,marié,0.43,5175.89104031576,25610.462535755527
512,62,non,bac,Auvergne-Rhône-Alpes,non,1096,marié,0.62,10000.0,500.0
513,48,non,master,Bretagne,non,2555,célibataire,0.02,5175.89104031576,35632.16173175065
514,42,oui,doctorat,Corse,oui,6181,célibataire,0.98,5000.0,36789.61777025862
515,72,oui,bac,Provence-Alpes-Côte d’Azur,non,3724,veuf,0.69,10000.0,21122.961389310374
516,54,non,doctorat,Auvergne-Rhône-Alpes,oui,4079,divorcé,0.31,5175.89104031576,500.0
517,70,non,doctorat,Auvergne-Rhône-Alpes,oui,3974,marié,0.06,5000.0,24841.31563523786
518,27,oui,bac,Auvergne-Rhône-Alpes,non,500,veuf,0.55,821.9,2652.4243939331814
519,43,oui,bac,Normandie,non,4021,marié,0.43,10000.0,21298.81579596581
520,27,non,master,Normandie,non,4364,veuf,0.48,5175.89104031576,30990.60213328678
521,20,non,master,Bretagne,non,2944,marié,0.55,627.48,16790.505552595772
522,67,non,bac,Bretagne,non,2820,marié,0.88,5175.89104031576,12235.719171269016
523,36,non,aucun,Hauts-de-France,non,2026,célibataire,0.04,5000.0,500.0
524,40,non,doctorat,Île-de-France,oui,3895,divorcé,0.28,10000.0,26830.76427175912
525,27,oui,bac,Occitanie,oui,2846,veuf,0.24,5000.0,500.0
526,39,oui,doctorat,Normandie,non,2570,marié,0.71,5000.0,26943.41956696861
527,41,non,aucun,Occitanie,non,1787,marié,0.94,1028.93,500.0
528,19,non,bac+2,Normandie,non,1374,marié,0.34,1154.01,500.0
529,70,non,bac,Corse,non,2480,marié,0.76,10000.0,10179.386859557331
530,52,oui,aucun,Île-de-France,non,2488,célibataire,0.22,10000.0,500.0
531,75,oui,bac+2,Auvergne-Rhône-Alpes,non,2324,marié,0.66,10000.0,500.0
532,38,non,bac,Corse,oui,2303,divorcé,0.69,1283.23,500.0
533,23,oui,bac,Île-de-France,non,2380,marié,0.63,5000.0,500.0
534,24,oui,bac+2,Normandie,oui,2663,marié,0.49,352.86,10047.717232069095
535,66,non,bac,Normandie,oui,500,divorcé,0.97,10000.0,500.0
536,40,non,aucun,Bretagne,non,3360,veuf,0.3,5000.0,19703.480412800287
537,28,oui,bac+2,Bretagne,non,2353,marié,0.65,10000.0,5889.092729643717
538,46,oui,doctorat,Hauts-de-France,non,500,divorcé,0.8,1175.47,23936.14710913469
539,52,oui,master,Corse,non,2251,célibataire,0.92,10000.0,12152.228172828332
540,25,non,bac+2,Normandie,oui,2394,marié,0.36,10000.0,12317.093619693276
541,57,oui,bac+2,Île-de-France,oui,3209,veuf,0.45,5175.89104031576,17344.171253215754
542,60,non,master,Provence-Alpes-Côte d’Azur,non,2540,célibataire,0.71,5175.89104031576,16742.66877995482
543,61,non,bac,Provence-Alpes-Côte d’Azur,oui,4802,divorcé,0.51,5175.89104031576,500.0
544,66,non,bac,Normandie,oui,3075,divorcé,0.65,5175.89104031576,500.0
545,72,oui,bac+2,Île-de-France,oui,2469,marié,0.77,5175.89104031576,18207.78297019837
546,62,oui,bac+2,Bretagne,oui,3445,divorcé,0.16,5000.0,500.0
547,45,non,bac+2,Île-de-France,oui,2753,veuf,0.96,543.38,500.0
548,61,oui,bac,Hauts-de-France,oui,1144,divorcé,0.89,10000.0,500.0
549,70,non,bac,Hauts-de-France,oui,2831,marié,0.37,5175.89104031576,500.0
550,70,non,doctorat,Provence-Alpes-Côte d’Azur,non,1473,marié,0.78,5000.0,500.0
551,55,oui,aucun,Normandie,non,1872,célibataire,0.25,5000.0,506.3094239079885
552,47,oui,doctorat,Provence-Alpes-Côte d’Azur,non,3926,veuf,0.93,5175.89104031576,43514.916920102245
553,28,oui,bac,Provence-Alpes-Côte d’Azur,non,1898,divorcé,0.84,5000.0,500.0
554,64,oui,bac,Provence-Alpes-Côte d’Azur,oui,2441,divorcé,0.87,10000.0,500.0
555,57,oui,master,Auvergne-Rhône-Alpes,non,2078,marié,0.03,5000.0,500.0
556,40,oui,doctorat,Bretagne,oui,3134,marié,0.56,5175.89104031576,24477.586995519163
557,30,non,master,Île-de-France,oui,2484,divorcé,0.96,10000.0,13403.464193304111
558,26,non,doctorat,Île-de-France,oui,3411,veuf,0.65,5000.0,28468.332550649942
559,62,oui,aucun,Hauts-de-France,non,3271,marié,0.01,5175.89104031576,17838.879204168137
560,54,oui,bac,Normandie,oui,4744,marié,0.9,5175.89104031576,15944.351571310635
561,57,non,master,Hauts-de-France,oui,500,veuf,0.6,5000.0,500.0
562,58,non,doctorat,Normandie,oui,1784,marié,0.1,5000.0,500.0
563,56,non,aucun,Corse,oui,3256,marié,0.89,5175.89104031576,500.0
564,74,oui,doctorat,Hauts-de-France,oui,2270,marié,0.92,1220.4,9981.382567383063
565,48,oui,bac,Occitanie,non,3577,marié,0.38,828.86,8908.267124870377
566,38,non,bac,Provence-Alpes-Côte d’Azur,non,3146,célibataire,0.56,5000.0,500.0
567,60,non,master,Île-de-France,non,1765,marié,0.1,5000.0,12869.386140401331
568,66,non,bac+2,Hauts-de-France,non,1414,marié,0.42,197.88,7879.098508780672
569,65,oui,aucun,Corse,non,2517,marié,0.54,5000.0,500.0
570,52,non,aucun,Auvergne-Rhône-Alpes,oui,2773,célibataire,0.49,5000.0,500.0
571,54,oui,doctorat,Île-de-France,oui,3732,divorcé,0.03,5175.89104031576,10625.676850883963
572,50,oui,bac,Provence-Alpes-Côte d’Azur,non,4034,marié,0.33,496.66,13979.88369121042
573,66,oui,master,Provence-Alpes-Côte d’Azur,non,4370,marié,0.32,10000.0,43423.72961798803
574,25,non,master,Île-de-France,non,2679,veuf,0.8,5000.0,24776.40156737597
575,57,non,aucun,Occitanie,non,1346,marié,0.93,5175.89104031576,2151.253609039803
576,23,oui,bac+2,Corse,non,1039,célibataire,0.68,10000.0,5377.4359066227125
577,74,non,master,Auvergne-Rhône-Alpes,oui,3829,célibataire,0.04,5175.89104031576,500.0
578,18,non,doctorat,Corse,non,5645,veuf,0.44,10000.0,23263.81823794237
579,33,oui,bac+2,Occitanie,oui,3743,célibataire,0.94,10000.0,500.0
580,29,oui,aucun,Auvergne-Rhône-Alpes,non,3562,divorcé,0.1,5175.89104031576,25932.37750370768
